Instance name, X location, Y location, Voltage
_340_, 113.26, 19.04, 1.79943
_345_, 113.26, 19.04, 1.79943
_368_, 113.26, 19.04, 1.79943
_434_, 113.26, 19.04, 1.79943
output39, 113.26, 19.04, 1.79943
_195_, 126.32, 19.04, 1.79942
_196_, 126.32, 19.04, 1.79942
_314_, 126.32, 19.04, 1.79942
_337_, 126.32, 19.04, 1.79942
_350_, 126.32, 19.04, 1.79942
input14, 126.32, 19.04, 1.79942
output77, 126.32, 19.04, 1.79942
_421_, 5.52, 13.6, 1.79967
PHY_EDGE_ROW_0_Left_10, 5.52, 13.6, 1.79967
PHY_EDGE_ROW_1_Left_11, 5.52, 13.6, 1.79967
output38, 5.52, 13.6, 1.79967
output90, 5.52, 13.6, 1.79967
output92, 5.52, 13.6, 1.79967
_194_, 139.38, 13.6, 1.79863
PHY_EDGE_ROW_0_Right_0, 139.38, 13.6, 1.79863
PHY_EDGE_ROW_1_Right_1, 139.38, 13.6, 1.79863
input9, 139.38, 13.6, 1.79863
output35, 139.38, 13.6, 1.79863
output82, 139.38, 13.6, 1.79863
_378_, 13.68, 13.6, 1.79971
_423_, 13.68, 13.6, 1.79971
_174_, 34.9, 13.6, 1.79957
_188_, 34.9, 13.6, 1.79957
_215_, 34.9, 13.6, 1.79957
_216_, 34.9, 13.6, 1.79957
_246_, 34.9, 13.6, 1.79957
_303_, 34.9, 13.6, 1.79957
_304_, 34.9, 13.6, 1.79957
_305_, 34.9, 13.6, 1.79957
_414_, 34.9, 13.6, 1.79957
input2, 34.9, 13.6, 1.79957
input13, 34.9, 13.6, 1.79957
input15, 34.9, 13.6, 1.79957
output42, 34.9, 13.6, 1.79957
output43, 34.9, 13.6, 1.79957
_217_, 47.96, 13.6, 1.7994
_218_, 47.96, 13.6, 1.7994
_306_, 47.96, 13.6, 1.7994
_357_, 47.96, 13.6, 1.7994
_359_, 47.96, 13.6, 1.7994
_386_, 47.96, 13.6, 1.7994
_426_, 47.96, 13.6, 1.7994
input16, 47.96, 13.6, 1.7994
input17, 47.96, 13.6, 1.7994
output44, 47.96, 13.6, 1.7994
FILLER_0_0_100, 47.96, 13.6, 1.7994
FILLER_0_1_106, 47.96, 13.6, 1.7994
_179_, 61.02, 13.6, 1.79924
_189_, 61.02, 13.6, 1.79924
_307_, 61.02, 13.6, 1.79924
_308_, 61.02, 13.6, 1.79924
_341_, 61.02, 13.6, 1.79924
_344_, 61.02, 13.6, 1.79924
_380_, 61.02, 13.6, 1.79924
_420_, 61.02, 13.6, 1.79924
input18, 61.02, 13.6, 1.79924
output45, 61.02, 13.6, 1.79924
FILLER_0_0_109, 61.02, 13.6, 1.79924
FILLER_0_0_123, 61.02, 13.6, 1.79924
FILLER_0_0_129, 61.02, 13.6, 1.79924
FILLER_0_1_120, 61.02, 13.6, 1.79924
_225_, 74.08, 13.6, 1.79909
_228_, 74.08, 13.6, 1.79909
_309_, 74.08, 13.6, 1.79909
_387_, 74.08, 13.6, 1.79909
_427_, 74.08, 13.6, 1.79909
input19, 74.08, 13.6, 1.79909
output46, 74.08, 13.6, 1.79909
output47, 74.08, 13.6, 1.79909
FILLER_0_0_160, 74.08, 13.6, 1.79909
FILLER_0_1_157, 74.08, 13.6, 1.79909
_231_, 87.14, 13.6, 1.79894
_310_, 87.14, 13.6, 1.79894
_329_, 87.14, 13.6, 1.79894
_388_, 87.14, 13.6, 1.79894
_428_, 87.14, 13.6, 1.79894
input20, 87.14, 13.6, 1.79894
input21, 87.14, 13.6, 1.79894
output48, 87.14, 13.6, 1.79894
FILLER_0_0_190, 87.14, 13.6, 1.79894
FILLER_0_1_179, 87.14, 13.6, 1.79894
_193_, 100.2, 13.6, 1.79881
_232_, 100.2, 13.6, 1.79881
_311_, 100.2, 13.6, 1.79881
_312_, 100.2, 13.6, 1.79881
_313_, 100.2, 13.6, 1.79881
_389_, 100.2, 13.6, 1.79881
_390_, 100.2, 13.6, 1.79881
input22, 100.2, 13.6, 1.79881
output49, 100.2, 13.6, 1.79881
output50, 100.2, 13.6, 1.79881
output73, 100.2, 13.6, 1.79881
_302_, 113.26, 13.6, 1.7987
_391_, 113.26, 13.6, 1.7987
_430_, 113.26, 13.6, 1.7987
_431_, 113.26, 13.6, 1.7987
output37, 113.26, 13.6, 1.7987
output41, 113.26, 13.6, 1.7987
_347_, 126.32, 13.6, 1.79864
_348_, 126.32, 13.6, 1.79864
_349_, 126.32, 13.6, 1.79864
_351_, 126.32, 13.6, 1.79864
input23, 126.32, 13.6, 1.79864
output36, 126.32, 13.6, 1.79864
output81, 126.32, 13.6, 1.79864
fanout102, 126.32, 13.6, 1.79864
FILLER_0_2_275, 126.32, 13.6, 1.79864

